iteration	evaluations	runtime[s]	distance[MIN]
798	19950	0.431	2123.9398721882135
799	19975	0.431	2123.9398721882135
800	20000	0.431	2119.868157100437
801	20025	0.431	2118.0543777288913
802	20050	0.432	2118.0543777288913
803	20075	0.432	2117.8471242060523
804	20100	0.432	2117.8471242060523
805	20125	0.433	2117.8471242060523
806	20150	0.433	2112.6294550124785
807	20175	0.433	2112.6294550124785
808	20200	0.433	2112.6294550124785
809	20225	0.434	2112.6294550124785
810	20250	0.434	2084.5891482899733
811	20275	0.434	2084.5891482899733
812	20300	0.434	2084.5891482899733
813	20325	0.435	2084.5891482899733
814	20350	0.435	2084.5891482899733
815	20375	0.435	2084.5891482899733
816	20400	0.436	2082.357043015145
817	20425	0.436	2082.357043015145
818	20450	0.436	2082.357043015145
819	20475	0.436	2082.357043015145
820	20500	0.437	2066.0201589043877
821	20525	0.437	2066.0201589043877
822	20550	0.437	2066.0201589043877
823	20575	0.437	2066.0201589043877
824	20600	0.438	2066.0201589043877
825	20625	0.438	2066.0201589043877
826	20650	0.438	2066.0201589043877
827	20675	0.439	2066.0201589043877
828	20700	0.439	2066.0201589043877
829	20725	0.439	2066.0201589043877
830	20750	0.439	2066.0201589043877
831	20775	0.44	2066.0201589043877
832	20800	0.44	2066.0201589043877
833	20825	0.44	2066.0201589043877
834	20850	0.44	2066.0201589043877
835	20875	0.441	2066.0201589043877
836	20900	0.441	2066.0201589043877
837	20925	0.441	2066.0201589043877
838	20950	0.441	2066.0201589043877
839	20975	0.442	2066.0201589043877
840	21000	0.442	2066.0201589043877
841	21025	0.442	2066.0201589043877
842	21050	0.443	2066.0201589043877
843	21075	0.443	2066.0201589043877
844	21100	0.443	2066.0201589043877
845	21125	0.443	2066.0201589043877
846	21150	0.444	2066.0201589043877
847	21175	0.444	2066.0201589043877
848	21200	0.444	2066.0201589043877
849	21225	0.444	2048.970325807936
850	21250	0.445	2048.970325807936
851	21275	0.445	2048.970325807936
852	21300	0.445	2048.970325807936
853	21325	0.445	2048.970325807936
854	21350	0.446	2048.970325807936
855	21375	0.446	2048.970325807936
856	21400	0.446	2048.970325807936
857	21425	0.446	2048.970325807936
858	21450	0.447	2048.970325807936
859	21475	0.447	2048.970325807936
860	21500	0.447	2048.970325807936
861	21525	0.447	2048.970325807936
862	21550	0.448	2048.970325807936
863	21575	0.448	2048.970325807936
864	21600	0.448	2048.970325807936
865	21625	0.448	2030.6863595399013
866	21650	0.449	2030.6863595399013
867	21675	0.449	2030.6863595399013
868	21700	0.449	2030.6863595399013
869	21725	0.449	2030.6863595399013
870	21750	0.45	2030.6863595399013
871	21775	0.45	2030.6863595399013
872	21800	0.45	2030.6863595399013
873	21825	0.451	2030.6863595399013
874	21850	0.451	2030.6863595399013
875	21875	0.451	2030.6863595399013
876	21900	0.451	2030.6863595399013
877	21925	0.452	2030.6863595399013
878	21950	0.452	1989.744490225188
879	21975	0.452	1989.744490225188
880	22000	0.452	1989.744490225188
881	22025	0.453	1989.744490225188
882	22050	0.453	1989.744490225188
883	22075	0.453	1989.744490225188
884	22100	0.453	1989.744490225188
885	22125	0.454	1989.744490225188
886	22150	0.454	1989.744490225188
887	22175	0.454	1989.744490225188
888	22200	0.454	1989.744490225188
889	22225	0.455	1989.744490225188
890	22250	0.455	1989.744490225188
891	22275	0.455	1989.744490225188
892	22300	0.456	1989.744490225188
893	22325	0.456	1989.744490225188
894	22350	0.456	1989.744490225188
895	22375	0.456	1989.744490225188
896	22400	0.457	1989.744490225188
897	22425	0.457	1989.744490225188
898	22450	0.457	1989.744490225188
899	22475	0.457	1989.744490225188
900	22500	0.458	1989.744490225188
901	22525	0.458	1989.744490225188
902	22550	0.458	1989.744490225188
903	22575	0.458	1989.744490225188
904	22600	0.459	1989.744490225188
905	22625	0.459	1989.744490225188
906	22650	0.459	1989.744490225188
907	22675	0.459	1989.744490225188
908	22700	0.46	1989.744490225188
909	22725	0.46	1989.744490225188
910	22750	0.46	1989.744490225188
911	22775	0.461	1989.744490225188
912	22800	0.461	1989.744490225188
913	22825	0.461	1989.744490225188
914	22850	0.461	1989.744490225188
915	22875	0.462	1989.744490225188
916	22900	0.462	1989.744490225188
917	22925	0.462	1989.744490225188
918	22950	0.462	1989.744490225188
919	22975	0.463	1989.744490225188
920	23000	0.463	1986.9779844056277
921	23025	0.463	1986.9779844056277
922	23050	0.463	1986.9779844056277
923	23075	0.464	1986.9779844056277
924	23100	0.464	1986.9779844056277
925	23125	0.464	1986.9779844056277
926	23150	0.464	1986.9779844056277
927	23175	0.465	1982.517926708805
928	23200	0.465	1982.517926708805
929	23225	0.465	1982.517926708805
930	23250	0.465	1982.517926708805
931	23275	0.466	1982.517926708805
932	23300	0.466	1982.517926708805
933	23325	0.466	1982.517926708805
934	23350	0.466	1982.517926708805
935	23375	0.467	1982.517926708805
936	23400	0.467	1970.4642999589075
937	23425	0.467	1970.4642999589075
938	23450	0.467	1970.4642999589075
939	23475	0.468	1970.4642999589075
940	23500	0.468	1970.4642999589075
941	23525	0.468	1970.4642999589075
942	23550	0.468	1970.4642999589075
943	23575	0.468	1970.4642999589075
944	23600	0.469	1960.4057541494965
945	23625	0.469	1960.4057541494965
946	23650	0.469	1960.4057541494965
947	23675	0.469	1960.4057541494965
948	23700	0.47	1960.4057541494965
949	23725	0.47	1960.4057541494965
950	23750	0.47	1960.4057541494965
951	23775	0.47	1958.7683761670733
952	23800	0.471	1958.7683761670733
953	23825	0.471	1958.7683761670733
954	23850	0.471	1958.7683761670733
955	23875	0.471	1958.7683761670733
956	23900	0.472	1958.7683761670733
957	23925	0.472	1958.7683761670733
958	23950	0.472	1958.7683761670733
959	23975	0.472	1958.7683761670733
960	24000	0.473	1958.7683761670733
961	24025	0.473	1956.0682097164668
962	24050	0.473	1956.0682097164668
963	24075	0.473	1956.0682097164668
964	24100	0.474	1955.3131673080331
965	24125	0.474	1954.4107151355477
966	24150	0.474	1954.4107151355477
967	24175	0.474	1954.4107151355477
968	24200	0.475	1954.4107151355477
969	24225	0.475	1947.7801281459595
970	24250	0.475	1947.7801281459595
971	24275	0.475	1947.7801281459595
972	24300	0.476	1947.7801281459595
973	24325	0.476	1945.212708450008
974	24350	0.476	1945.212708450008
975	24375	0.476	1945.212708450008
976	24400	0.477	1945.212708450008
977	24425	0.477	1933.4344338010299
978	24450	0.477	1919.5466003369872
979	24475	0.477	1919.5466003369872
980	24500	0.478	1919.5466003369872
981	24525	0.478	1919.5466003369872
982	24550	0.478	1919.5466003369872
983	24575	0.478	1919.5466003369872
984	24600	0.479	1919.5466003369872
985	24625	0.479	1907.0479739518587
986	24650	0.479	1907.0479739518587
987	24675	0.479	1907.0479739518587
988	24700	0.48	1907.0479739518587
989	24725	0.48	1907.0479739518587
990	24750	0.48	1907.0479739518587
991	24775	0.48	1907.0479739518587
992	24800	0.481	1907.0479739518587
993	24825	0.481	1907.0479739518587
994	24850	0.481	1900.5813508348758
995	24875	0.481	1900.5813508348758
996	24900	0.482	1900.5813508348758
997	24925	0.482	1900.5813508348758
998	24950	0.482	1900.5813508348758
999	24975	0.482	1900.5813508348758
1000	25000	0.483	1900.5813508348758
